Age,Attrition,BusinessTravel,DistanceFromHome,Education,EducationField,Gender,HourlyRate,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
35,No,Travel_Rarely,7,3,Other,Male,59,3,3,Single,3,17,4,8,1
28,No,Travel_Rarely,2,4,Marketing,Female,81,2,2,Married,1,8,3,8,7
34,No,Travel_Rarely,3,2,Human Resources,Male,88,1,4,Married,0,4,1,3,0
26,Yes,Travel_Frequently,5,2,Medical,Female,88,1,3,Married,1,8,3,8,1
27,No,Non-Travel,3,3,Medical,Male,50,1,4,Married,1,0,2,0,0
51,No,Travel_Rarely,26,4,Marketing,Female,66,4,3,Married,2,29,2,20,4
44,No,Travel_Rarely,4,3,Medical,Male,50,2,2,Single,9,10,2,5,2
25,No,Travel_Rarely,2,1,Medical,Male,65,1,1,Single,7,6,2,4,0
33,No,Travel_Rarely,1,3,Medical,Male,48,2,1,Divorced,1,9,3,9,0
35,No,Travel_Rarely,27,1,Medical,Female,53,1,1,Single,1,6,2,6,1
36,No,Travel_Rarely,1,2,Life Sciences,Male,56,2,4,Married,1,18,2,18,4
32,No,Travel_Rarely,13,4,Life Sciences,Male,73,2,4,Divorced,2,8,2,5,0
30,No,Travel_Frequently,5,4,Life Sciences,Male,75,1,4,Divorced,9,10,2,5,0
53,No,Travel_Rarely,7,2,Marketing,Female,78,3,4,Married,7,35,3,5,0
45,No,Travel_Rarely,9,3,Marketing,Male,74,3,1,Divorced,4,18,3,5,0
32,No,Travel_Rarely,8,2,Medical,Female,91,2,3,Married,5,9,2,5,1
52,No,Travel_Frequently,25,4,Medical,Female,81,4,4,Married,3,31,3,9,0
37,No,Travel_Rarely,16,4,Marketing,Male,66,2,3,Divorced,4,9,3,1,0
28,No,Travel_Rarely,8,2,Medical,Male,63,1,4,Divorced,1,6,3,5,0
22,No,Travel_Rarely,1,2,Life Sciences,Male,33,2,4,Married,6,4,1,2,2
44,No,Travel_Rarely,8,4,Life Sciences,Male,62,1,4,Married,2,10,2,3,0
42,No,Travel_Frequently,2,1,Medical,Male,35,1,4,Single,5,8,3,2,2
36,No,Travel_Rarely,8,3,Life Sciences,Male,77,1,1,Married,0,6,3,5,0
25,No,Travel_Rarely,3,1,Other,Male,98,2,1,Married,1,5,3,5,0
35,No,Travel_Rarely,9,3,Life Sciences,Female,66,3,3,Married,1,17,3,17,5
35,Yes,Travel_Frequently,25,4,Life Sciences,Female,96,1,2,Divorced,1,10,2,10,7
32,No,Non-Travel,1,3,Life Sciences,Male,61,1,4,Divorced,0,4,3,3,0
25,No,Travel_Rarely,4,1,Marketing,Male,87,2,1,Married,1,5,4,5,0
49,No,Travel_Rarely,1,3,Technical Degree,Female,36,1,1,Married,2,7,3,4,0
24,No,Non-Travel,4,1,Life Sciences,Male,46,1,4,Married,0,6,2,5,3
32,No,Travel_Frequently,5,2,Life Sciences,Male,48,2,2,Married,1,10,3,10,5
38,No,Travel_Rarely,9,3,Marketing,Male,98,1,2,Married,0,3,3,2,1
42,No,Travel_Rarely,3,3,Life Sciences,Female,95,2,4,Married,2,17,2,5,1
31,No,Travel_Rarely,11,4,Life Sciences,Male,48,1,4,Married,3,8,3,6,0
29,Yes,Travel_Rarely,1,3,Medical,Female,48,1,3,Divorced,6,5,3,3,0
53,No,Travel_Rarely,8,3,Marketing,Male,73,4,4,Married,5,28,3,2,2
35,No,Travel_Rarely,25,3,Technical Degree,Male,78,3,2,Married,3,16,3,13,4
37,No,Travel_Frequently,21,2,Medical,Female,54,1,4,Married,5,10,3,5,0
53,No,Travel_Rarely,23,4,Life Sciences,Female,72,4,4,Single,6,33,3,12,3
43,No,Travel_Frequently,1,3,Life Sciences,Female,33,2,4,Married,4,12,2,5,2
47,No,Travel_Rarely,2,2,Marketing,Female,35,2,4,Married,0,8,3,7,7
37,No,Non-Travel,19,2,Medical,Male,32,3,2,Single,1,10,3,10,0
50,No,Non-Travel,2,4,Life Sciences,Male,98,4,1,Divorced,1,31,3,31,14
39,No,Travel_Rarely,2,3,Life Sciences,Female,42,2,4,Married,8,13,3,5,0
33,No,Travel_Rarely,3,2,Human Resources,Male,57,1,2,Divorced,3,7,4,4,0
32,Yes,Travel_Rarely,25,4,Life Sciences,Male,87,1,4,Single,1,1,1,1,0
29,No,Travel_Rarely,7,1,Medical,Female,62,1,4,Divorced,6,8,3,4,0
44,No,Travel_Rarely,9,2,Life Sciences,Male,61,1,1,Married,1,8,3,8,7
28,No,Travel_Rarely,5,4,Medical,Male,98,2,4,Single,1,4,3,4,0
58,Yes,Travel_Frequently,2,1,Life Sciences,Male,57,1,4,Divorced,9,3,2,1,0
43,No,Travel_Rarely,8,3,Life Sciences,Female,55,2,2,Divorced,4,4,4,1,0
20,Yes,Travel_Rarely,2,3,Medical,Female,49,1,3,Single,1,2,2,2,0
21,Yes,Travel_Rarely,18,1,Other,Female,65,1,4,Single,1,1,2,1,0
36,No,Travel_Rarely,14,1,Life Sciences,Male,68,2,4,Married,0,17,2,16,4
47,No,Travel_Rarely,2,4,Life Sciences,Female,65,1,4,Single,1,3,2,3,1
22,Yes,Travel_Rarely,3,1,Life Sciences,Female,34,2,3,Married,0,4,4,3,0
41,Yes,Travel_Rarely,2,4,Life Sciences,Female,57,1,4,Divorced,4,10,2,7,1
28,No,Travel_Rarely,9,3,Medical,Female,77,1,3,Divorced,5,6,3,2,2
39,Yes,Travel_Rarely,6,3,Medical,Male,70,1,1,Married,7,8,1,2,2
27,No,Travel_Rarely,4,3,Life Sciences,Female,76,1,3,Single,1,1,3,1,0
34,No,Travel_Rarely,10,3,Life Sciences,Male,83,1,2,Divorced,1,1,3,1,1
42,No,Travel_Rarely,14,2,Medical,Female,68,2,3,Single,7,10,3,5,0
33,No,Travel_Rarely,1,4,Other,Male,100,1,1,Single,3,6,3,3,0
58,No,Travel_Rarely,5,3,Technical Degree,Female,37,3,2,Divorced,2,24,3,6,0
31,No,Travel_Rarely,7,4,Life Sciences,Male,41,1,3,Married,3,13,4,7,5
35,No,Travel_Rarely,21,1,Life Sciences,Female,51,2,4,Married,1,10,1,10,0
49,No,Travel_Rarely,8,2,Other,Female,51,3,2,Married,4,29,2,26,1
48,No,Travel_Rarely,20,4,Medical,Male,51,1,3,Married,4,13,2,0,0
31,No,Non-Travel,20,2,Marketing,Female,45,2,3,Married,1,9,2,9,0
36,No,Travel_Rarely,7,4,Other,Male,65,1,4,Single,2,8,3,6,0
38,No,Travel_Rarely,1,3,Technical Degree,Female,80,3,1,Married,1,15,3,15,5
32,No,Non-Travel,1,3,Life Sciences,Female,70,1,2,Married,6,5,3,3,0
25,Yes,Travel_Rarely,19,2,Marketing,Male,36,1,2,Married,1,1,3,1,0
40,No,Travel_Rarely,10,4,Marketing,Male,67,3,2,Divorced,2,11,2,1,0
26,No,Travel_Frequently,1,3,Medical,Male,52,2,1,Single,1,7,3,7,0
41,No,Travel_Rarely,6,3,Medical,Male,59,1,1,Single,2,20,3,18,2
36,No,Travel_Rarely,2,4,Medical,Male,79,1,3,Single,4,16,3,11,3
19,Yes,Travel_Rarely,21,3,Other,Male,37,1,2,Single,1,1,4,1,0
20,Yes,Travel_Rarely,4,3,Technical Degree,Male,84,1,1,Single,1,1,3,1,0
31,No,Travel_Rarely,12,3,Medical,Female,41,2,4,Married,0,10,1,9,8
40,No,Travel_Frequently,9,4,Medical,Male,35,1,2,Divorced,8,3,3,1,0
32,No,Travel_Rarely,3,4,Medical,Female,93,2,1,Married,1,8,4,8,6
36,Yes,Travel_Rarely,3,1,Life Sciences,Male,51,3,4,Married,1,16,3,16,3
33,No,Travel_Rarely,1,3,Life Sciences,Female,42,2,4,Single,0,6,3,5,1
37,Yes,Travel_Rarely,1,4,Life Sciences,Male,46,3,3,Married,5,17,1,14,11
45,No,Non-Travel,4,2,Life Sciences,Male,57,2,2,Married,1,9,2,9,0
29,No,Travel_Frequently,20,3,Technical Degree,Female,84,1,4,Married,1,3,3,3,0
35,No,Travel_Rarely,18,3,Medical,Female,86,2,3,Married,1,5,3,5,1
52,No,Travel_Rarely,1,2,Life Sciences,Male,70,4,4,Married,2,26,2,9,7
58,Yes,Travel_Rarely,2,3,Technical Degree,Male,51,1,3,Single,4,7,3,1,0
53,No,Travel_Rarely,2,2,Medical,Male,45,4,3,Divorced,6,22,4,17,15
30,No,Travel_Rarely,8,2,Other,Male,62,3,3,Divorced,5,10,4,8,7
38,No,Non-Travel,10,3,Technical Degree,Female,85,2,4,Single,1,6,3,5,1
35,No,Travel_Rarely,3,4,Life Sciences,Male,92,3,4,Divorced,6,12,3,10,0
39,No,Travel_Rarely,2,5,Life Sciences,Male,41,3,3,Single,0,9,3,8,0
40,Yes,Non-Travel,24,3,Life Sciences,Female,100,4,2,Single,4,22,2,1,0
47,No,Travel_Frequently,16,4,Medical,Male,64,2,3,Divorced,1,20,4,19,2
36,No,Non-Travel,8,4,Technical Degree,Male,84,2,4,Divorced,4,12,3,7,0
31,Yes,Non-Travel,9,2,Medical,Male,46,1,1,Single,0,4,3,3,1
33,No,Non-Travel,17,3,Life Sciences,Male,38,4,3,Single,1,10,3,10,6
29,Yes,Travel_Rarely,10,3,Life Sciences,Female,92,1,1,Single,6,3,3,0,0
33,No,Travel_Rarely,13,1,Life Sciences,Female,53,1,4,Single,3,5,3,3,0
45,No,Travel_Rarely,1,4,Medical,Female,91,1,4,Divorced,3,8,3,5,0
50,No,Travel_Rarely,1,2,Medical,Male,66,4,4,Divorced,9,32,2,5,1
33,No,Travel_Frequently,1,4,Other,Female,84,2,2,Married,1,6,3,6,1
41,No,Travel_Frequently,9,3,Medical,Male,64,5,3,Divorced,2,21,4,18,0
27,No,Travel_Rarely,16,4,Technical Degree,Female,37,1,2,Married,9,4,3,2,2
45,No,Non-Travel,23,2,Life Sciences,Male,42,2,1,Married,1,9,3,9,0
47,No,Travel_Rarely,4,2,Life Sciences,Female,83,2,4,Single,1,9,3,9,0
30,Yes,Travel_Rarely,22,3,Life Sciences,Female,48,1,3,Married,4,7,3,5,0
50,No,Travel_Rarely,24,3,Life Sciences,Male,95,4,3,Married,3,22,3,12,1
38,No,Travel_Frequently,10,1,Medical,Male,66,1,3,Married,0,3,2,2,0
46,No,Travel_Rarely,7,2,Medical,Male,75,3,3,Divorced,6,13,3,8,0
24,No,Travel_Rarely,17,1,Medical,Female,41,2,3,Divorced,1,5,3,4,3
35,Yes,Travel_Rarely,14,4,Other,Male,39,1,2,Divorced,1,5,1,4,0
31,No,Travel_Frequently,1,1,Life Sciences,Female,96,2,1,Married,1,4,3,4,0
18,No,Non-Travel,5,2,Life Sciences,Male,73,1,4,Single,1,0,3,0,0
54,No,Travel_Rarely,17,3,Technical Degree,Female,56,3,3,Married,8,22,3,10,0
35,No,Travel_Rarely,25,4,Medical,Female,57,3,3,Divorced,1,16,2,16,10
30,No,Travel_Rarely,8,2,Life Sciences,Female,73,3,1,Married,0,9,2,8,1
20,Yes,Travel_Rarely,11,3,Medical,Female,98,1,1,Single,1,1,3,1,0
30,Yes,Travel_Frequently,5,3,Medical,Female,60,1,2,Single,0,4,3,3,1
26,No,Travel_Rarely,2,2,Medical,Male,32,2,4,Married,1,8,3,8,1
22,No,Travel_Rarely,8,1,Life Sciences,Male,94,1,1,Married,1,4,2,4,1
48,No,Travel_Rarely,6,3,Life Sciences,Male,97,2,3,Single,2,19,3,2,2
48,No,Travel_Rarely,4,4,Life Sciences,Male,78,3,3,Single,7,27,3,15,4
41,No,Travel_Rarely,7,2,Medical,Female,42,2,3,Single,6,8,3,2,2
39,No,Travel_Rarely,1,1,Life Sciences,Female,65,4,4,Married,1,21,3,21,11
27,No,Travel_Rarely,2,4,Life Sciences,Female,47,2,4,Married,0,4,3,3,2
35,No,Travel_Rarely,10,3,Other,Male,45,1,4,Divorced,1,3,2,3,1
42,No,Travel_Rarely,5,2,Marketing,Male,90,5,3,Married,6,21,4,1,0
50,No,Travel_Rarely,9,3,Life Sciences,Male,64,1,4,Married,4,8,3,1,0
59,No,Travel_Rarely,2,3,Life Sciences,Female,69,4,4,Single,3,30,3,5,4
37,Yes,Travel_Rarely,11,2,Medical,Female,61,2,2,Married,5,15,1,1,0
55,No,Travel_Frequently,18,4,Medical,Male,62,2,2,Married,3,17,3,8,6
41,No,Non-Travel,7,1,Life Sciences,Female,55,5,3,Divorced,1,21,3,21,5
38,No,Travel_Rarely,3,4,Life Sciences,Male,42,2,4,Single,8,19,3,1,0
26,Yes,Non-Travel,29,2,Medical,Male,79,2,1,Single,8,7,3,2,2
52,Yes,Travel_Rarely,2,1,Marketing,Female,57,5,4,Married,1,33,3,32,6
44,No,Travel_Rarely,28,3,Medical,Female,53,4,4,Married,3,23,3,12,11
50,No,Non-Travel,1,3,Life Sciences,Female,95,2,3,Married,0,19,3,18,0
36,Yes,Travel_Rarely,16,4,Life Sciences,Female,43,1,1,Single,1,18,3,17,15
39,No,Travel_Frequently,22,3,Medical,Female,82,3,1,Single,1,21,3,21,2
33,No,Non-Travel,8,1,Life Sciences,Female,88,1,4,Single,0,3,2,2,2
45,No,Travel_Rarely,11,2,Life Sciences,Female,90,4,4,Married,3,26,4,9,1
32,No,Non-Travel,29,4,Medical,Female,69,1,3,Single,9,10,3,8,7
34,No,Travel_Rarely,1,4,Marketing,Male,75,2,4,Divorced,0,16,2,15,0
59,No,Travel_Rarely,1,2,Technical Degree,Male,66,3,4,Married,3,14,1,6,0
45,No,Travel_Rarely,24,4,Medical,Male,36,1,2,Single,1,6,3,6,0
53,No,Travel_Frequently,2,3,Marketing,Female,38,3,2,Married,2,30,3,15,6
36,Yes,Travel_Rarely,15,3,Other,Male,81,2,3,Divorced,7,9,2,1,0
26,Yes,Travel_Frequently,2,3,Life Sciences,Male,57,1,1,Married,6,6,3,3,1
34,No,Travel_Rarely,10,4,Life Sciences,Female,87,1,3,Married,1,1,3,1,0
28,No,Travel_Rarely,10,1,Medical,Male,74,1,2,Married,1,1,3,1,0
38,No,Travel_Frequently,3,4,Other,Male,44,1,3,Married,3,8,3,2,2
50,No,Travel_Rarely,2,4,Medical,Male,62,5,3,Married,2,29,2,8,7
37,No,Travel_Rarely,3,3,Other,Female,35,2,2,Single,3,8,2,4,0
40,No,Travel_Rarely,26,3,Marketing,Male,74,2,1,Married,1,8,2,7,7
26,No,Travel_Frequently,1,1,Medical,Female,66,1,3,Divorced,1,5,3,5,1
46,No,Travel_Rarely,1,4,Medical,Male,40,5,4,Divorced,9,23,3,2,2
54,No,Travel_Rarely,2,4,Life Sciences,Female,41,3,3,Married,6,13,3,9,7
56,No,Travel_Frequently,9,3,Medical,Female,63,1,3,Married,2,18,3,5,0
36,No,Travel_Rarely,12,5,Medical,Female,51,3,4,Single,0,15,2,14,7
55,No,Non-Travel,2,1,Medical,Male,40,4,1,Single,7,31,4,9,6
43,No,Travel_Rarely,25,3,Medical,Male,79,3,4,Divorced,5,18,3,1,0
20,Yes,Travel_Frequently,9,3,Marketing,Female,54,1,4,Single,1,2,3,2,0
21,Yes,Travel_Rarely,10,3,Life Sciences,Female,36,1,1,Single,1,1,2,1,1
46,No,Travel_Rarely,8,4,Life Sciences,Female,74,2,1,Divorced,8,19,3,16,1
51,Yes,Travel_Rarely,4,4,Life Sciences,Male,34,1,3,Married,9,18,4,10,2
28,Yes,Non-Travel,24,2,Technical Degree,Male,72,3,1,Single,1,10,2,10,1
26,No,Travel_Rarely,1,2,Medical,Male,59,1,1,Married,1,6,3,5,1
30,No,Travel_Rarely,20,3,Other,Male,85,2,1,Married,0,7,2,6,0
41,No,Travel_Rarely,7,2,Technical Degree,Female,43,1,3,Married,1,10,3,10,0
38,No,Travel_Rarely,17,1,Life Sciences,Female,65,3,3,Married,0,20,2,19,1
40,No,Travel_Rarely,20,4,Technical Degree,Male,61,3,4,Married,4,14,3,11,11
27,No,Non-Travel,8,5,Life Sciences,Male,87,1,3,Married,1,3,3,3,1
55,No,Travel_Frequently,2,1,Life Sciences,Male,65,3,2,Married,3,23,3,3,1
28,No,Travel_Rarely,10,3,Other,Female,59,2,3,Single,3,10,4,8,1
44,Yes,Travel_Rarely,1,2,Medical,Male,91,3,1,Married,9,24,3,20,3
33,No,Travel_Rarely,5,3,Life Sciences,Male,34,3,4,Divorced,4,9,3,3,1
35,Yes,Travel_Rarely,4,3,Technical Degree,Male,86,3,1,Single,0,9,3,8,4
33,Yes,Travel_Frequently,29,4,Medical,Female,54,2,3,Single,1,14,3,13,3
28,No,Travel_Rarely,15,2,Life Sciences,Male,50,1,3,Divorced,1,4,2,4,2
34,No,Travel_Frequently,3,1,Life Sciences,Male,45,2,4,Single,0,7,2,6,0
37,No,Travel_Rarely,10,4,Life Sciences,Female,88,2,4,Divorced,2,8,3,1,0
25,Yes,Travel_Rarely,4,1,Technical Degree,Male,32,1,4,Married,1,7,4,7,5
26,Yes,Travel_Rarely,21,3,Medical,Male,37,1,3,Divorced,1,1,2,1,0
33,Yes,Travel_Rarely,25,3,Medical,Male,55,1,2,Single,4,5,3,2,2
42,No,Travel_Rarely,2,2,Medical,Male,35,4,1,Married,0,23,3,22,13
28,Yes,Travel_Frequently,1,3,Medical,Male,45,1,2,Divorced,1,1,3,1,0
50,Yes,Travel_Frequently,1,4,Other,Male,81,2,3,Single,3,5,3,0,0
33,No,Travel_Frequently,7,3,Life Sciences,Female,30,2,2,Married,0,4,3,3,0
34,No,Non-Travel,3,4,Life Sciences,Male,40,1,4,Married,3,6,3,0,0
48,No,Non-Travel,1,4,Medical,Male,35,4,4,Single,2,27,2,5,2
45,No,Non-Travel,9,4,Life Sciences,Female,65,2,3,Married,1,15,3,15,4
52,No,Travel_Rarely,7,4,Life Sciences,Male,87,3,2,Single,7,18,3,8,4
38,No,Travel_Rarely,10,4,Marketing,Male,73,3,3,Divorced,0,9,3,8,2
29,No,Travel_Rarely,28,4,Life Sciences,Female,93,1,4,Divorced,4,11,3,7,1
28,No,Travel_Rarely,3,3,Medical,Female,93,3,2,Divorced,0,10,2,9,1
46,No,Travel_Rarely,3,1,Marketing,Male,52,4,3,Married,3,23,3,12,4
38,No,Travel_Rarely,2,2,Marketing,Male,32,3,2,Single,7,10,3,1,0
43,No,Travel_Frequently,27,3,Life Sciences,Female,83,3,1,Married,8,18,3,8,0
39,Yes,Travel_Frequently,2,3,Life Sciences,Male,84,4,4,Divorced,7,21,3,18,11
40,No,Travel_Rarely,14,3,Medical,Male,44,5,3,Single,1,21,4,20,4
21,No,Travel_Rarely,1,1,Technical Degree,Female,70,1,2,Single,1,2,4,2,2
39,No,Non-Travel,9,3,Life Sciences,Male,70,2,2,Single,9,9,2,5,0
36,No,Non-Travel,18,4,Life Sciences,Male,78,2,4,Single,2,18,3,11,0
31,No,Travel_Frequently,20,3,Life Sciences,Male,67,1,4,Married,0,3,3,2,2
28,No,Travel_Rarely,2,1,Life Sciences,Male,67,1,2,Married,0,6,1,5,0
35,No,Travel_Frequently,11,2,Marketing,Male,54,2,4,Divorced,1,5,3,5,0
49,No,Travel_Rarely,8,4,Technical Degree,Male,56,4,2,Married,6,22,3,9,2
34,No,Travel_Frequently,2,2,Life Sciences,Male,95,2,3,Single,2,5,2,3,0
29,No,Travel_Frequently,10,3,Life Sciences,Female,61,1,2,Divorced,0,8,2,7,1
42,No,Travel_Rarely,29,3,Medical,Male,56,2,4,Single,4,16,3,1,0
29,No,Travel_Rarely,8,1,Medical,Male,79,2,4,Married,1,10,2,10,1
38,No,Travel_Rarely,1,3,Human Resources,Male,37,1,3,Married,1,7,4,7,5
28,No,Travel_Frequently,6,3,Life Sciences,Male,39,1,3,Divorced,1,3,3,3,0
18,Yes,Non-Travel,8,1,Medical,Male,80,1,3,Single,1,0,3,0,0
33,Yes,Travel_Rarely,9,4,Marketing,Female,77,2,1,Single,0,6,3,5,0
41,No,Travel_Rarely,12,4,Life Sciences,Male,46,1,4,Married,3,6,3,1,0
31,Yes,Travel_Frequently,15,3,Medical,Male,72,1,3,Married,1,2,2,2,2
37,No,Travel_Rarely,25,2,Medical,Female,52,2,4,Divorced,7,9,3,6,1
27,No,Travel_Rarely,6,3,Life Sciences,Male,55,1,3,Married,1,4,3,4,2
34,No,Travel_Rarely,9,1,Life Sciences,Female,70,2,3,Married,1,6,2,6,1
35,No,Travel_Rarely,8,4,Technical Degree,Male,100,1,3,Single,1,6,1,5,1
29,Yes,Travel_Rarely,23,1,Life Sciences,Female,45,3,1,Married,1,11,1,11,3
40,No,Travel_Frequently,9,4,Medical,Female,88,3,3,Single,9,20,2,18,2
42,Yes,Travel_Frequently,12,3,Life Sciences,Male,44,4,1,Single,0,22,2,21,13
42,No,Travel_Rarely,4,4,Marketing,Male,45,2,1,Single,7,9,4,6,1
35,No,Travel_Rarely,1,4,Medical,Male,58,1,3,Married,6,10,3,8,1
24,No,Travel_Rarely,24,3,Medical,Male,49,1,2,Single,8,6,3,4,1
28,Yes,Travel_Rarely,12,1,Life Sciences,Female,79,1,4,Married,1,1,2,1,0
26,No,Travel_Rarely,3,4,Medical,Male,82,1,4,Married,1,8,3,8,0
30,No,Travel_Rarely,10,3,Marketing,Male,72,2,3,Married,1,10,3,10,1
40,No,Travel_Frequently,26,2,Medical,Female,92,2,4,Married,3,16,1,1,0
35,No,Travel_Rarely,2,3,Life Sciences,Male,44,3,2,Divorced,2,15,4,7,6
34,No,Travel_Frequently,1,3,Medical,Male,97,2,1,Single,0,14,3,13,4
35,No,Travel_Frequently,4,4,Other,Male,47,1,4,Married,1,2,4,2,2
43,Yes,Travel_Rarely,9,3,Marketing,Female,85,2,3,Single,8,7,2,4,1
32,No,Non-Travel,2,1,Life Sciences,Female,76,1,1,Divorced,1,1,3,1,0
56,No,Travel_Rarely,4,4,Technical Degree,Female,92,5,1,Divorced,4,28,3,5,4
29,No,Travel_Rarely,6,1,Medical,Female,54,1,4,Married,1,10,3,10,0
19,No,Travel_Rarely,9,2,Life Sciences,Male,54,1,1,Single,1,1,3,1,0
45,No,Travel_Rarely,7,3,Medical,Female,83,1,3,Married,4,7,2,3,0
37,No,Travel_Rarely,1,3,Life Sciences,Female,56,2,4,Married,1,14,2,14,3
20,No,Travel_Rarely,3,3,Life Sciences,Male,87,1,3,Single,1,2,2,2,1
44,Yes,Travel_Rarely,10,4,Life Sciences,Male,96,1,3,Single,1,6,3,6,0
53,No,Travel_Rarely,7,2,Medical,Female,50,5,3,Divorced,3,26,3,7,4
29,No,Travel_Rarely,15,1,Life Sciences,Female,69,1,4,Married,0,6,2,5,1
22,Yes,Travel_Frequently,3,4,Life Sciences,Male,48,1,4,Married,0,1,3,0,0
46,No,Travel_Rarely,2,3,Marketing,Female,69,4,1,Married,8,28,3,26,15
44,No,Non-Travel,17,3,Life Sciences,Male,74,1,3,Single,2,6,3,0,0
33,No,Travel_Rarely,2,3,Human Resources,Male,99,1,3,Married,1,5,3,5,1
41,Yes,Non-Travel,5,2,Life Sciences,Male,95,1,1,Divorced,6,5,1,1,0
30,No,Travel_Rarely,29,4,Life Sciences,Male,61,2,1,Divorced,8,8,3,4,0
40,No,Travel_Frequently,2,4,Medical,Male,62,2,2,Married,5,5,3,0,0
50,No,Travel_Frequently,2,3,Medical,Female,30,4,1,Married,2,32,3,2,2
28,No,Travel_Rarely,19,4,Medical,Male,78,1,1,Married,1,6,3,6,3
46,No,Travel_Rarely,15,2,Life Sciences,Male,52,5,2,Married,5,25,3,4,0
35,No,Travel_Rarely,17,4,Life Sciences,Male,94,2,1,Married,3,15,3,7,1
24,Yes,Travel_Rarely,17,2,Life Sciences,Female,97,1,2,Married,1,1,1,1,0
33,No,Travel_Frequently,25,3,Medical,Female,82,2,3,Married,1,10,2,10,0
36,No,Travel_Rarely,6,4,Life Sciences,Male,60,1,3,Divorced,1,7,3,7,1
30,No,Travel_Rarely,7,4,Life Sciences,Male,49,2,3,Divorced,1,10,2,10,8
44,No,Travel_Rarely,29,4,Other,Male,32,2,4,Single,1,20,3,20,13
20,No,Travel_Rarely,21,3,Marketing,Male,43,1,4,Single,1,2,3,2,2
46,No,Travel_Rarely,2,4,Technical Degree,Male,60,2,4,Divorced,2,12,2,6,1
42,No,Non-Travel,2,5,Medical,Male,79,2,1,Married,7,10,4,4,0
60,No,Travel_Rarely,7,4,Marketing,Male,52,2,4,Divorced,0,12,3,11,1
32,No,Travel_Frequently,13,3,Other,Female,77,1,2,Married,1,2,3,2,2
32,No,Travel_Frequently,2,2,Life Sciences,Female,38,2,3,Single,4,10,3,8,0
36,No,Travel_Rarely,1,3,Technical Degree,Female,77,3,1,Divorced,2,17,3,7,7
33,No,Travel_Rarely,9,3,Medical,Male,60,1,4,Married,0,15,3,14,4
40,No,Travel_Rarely,10,3,Technical Degree,Female,84,2,2,Divorced,7,7,4,5,1
25,No,Travel_Rarely,10,4,Life Sciences,Male,57,2,4,Single,0,5,3,4,1
30,No,Travel_Rarely,1,3,Medical,Male,63,1,2,Married,0,12,3,11,5
42,No,Travel_Frequently,26,5,Medical,Female,60,3,1,Married,3,20,3,1,0
35,No,Non-Travel,8,2,Marketing,Female,78,3,4,Married,4,16,2,13,4
27,No,Travel_Rarely,14,3,Life Sciences,Male,42,1,1,Married,1,9,2,9,6
54,No,Travel_Frequently,1,4,Life Sciences,Female,53,3,3,Divorced,7,33,1,5,1
44,No,Travel_Rarely,2,1,Life Sciences,Female,72,1,4,Married,1,10,3,10,7
19,Yes,Non-Travel,10,3,Medical,Female,96,1,2,Single,1,1,4,1,0
29,No,Travel_Rarely,1,3,Life Sciences,Female,97,1,4,Divorced,1,3,3,3,1
54,No,Travel_Rarely,3,3,Life Sciences,Male,85,4,4,Married,3,36,3,10,0
31,No,Travel_Rarely,11,2,Medical,Male,80,2,1,Married,1,6,2,6,0
31,No,Travel_Rarely,24,3,Medical,Female,96,2,1,Single,1,10,3,10,1
59,No,Travel_Rarely,3,3,Life Sciences,Female,48,2,4,Single,5,13,3,6,0
43,No,Travel_Rarely,3,3,Life Sciences,Male,96,5,4,Married,3,25,3,8,0
49,No,Travel_Rarely,4,2,Medical,Male,85,5,3,Married,2,23,4,1,0
36,No,Travel_Frequently,3,3,Technical Degree,Male,46,1,2,Married,1,12,2,11,0
48,No,Travel_Rarely,2,2,Technical Degree,Male,76,1,2,Single,5,7,2,1,0
27,No,Travel_Rarely,4,2,Life Sciences,Male,76,1,3,Divorced,1,5,3,5,0
29,No,Travel_Rarely,7,3,Life Sciences,Male,82,2,4,Divorced,1,6,3,6,1
48,No,Travel_Rarely,1,3,Life Sciences,Male,76,5,4,Single,6,25,4,1,0
29,No,Travel_Rarely,1,3,Life Sciences,Female,87,4,4,Divorced,3,9,2,7,1
34,No,Travel_Rarely,20,3,Technical Degree,Female,89,1,3,Married,0,2,2,1,0
44,No,Travel_Rarely,5,3,Marketing,Male,88,5,2,Married,7,26,3,22,3
33,No,Travel_Rarely,10,5,Marketing,Male,82,3,3,Divorced,0,10,3,9,0
19,No,Travel_Rarely,25,3,Life Sciences,Female,57,1,4,Single,1,1,3,1,0
23,No,Travel_Rarely,1,2,Life Sciences,Male,47,1,3,Married,1,1,3,1,0
25,Yes,Travel_Frequently,24,1,Life Sciences,Male,73,1,4,Single,1,1,3,1,1
26,No,Travel_Rarely,4,2,Life Sciences,Male,53,1,4,Single,1,8,2,8,2
45,Yes,Travel_Rarely,2,3,Marketing,Female,94,5,2,Single,2,26,3,24,1
55,No,Non-Travel,8,1,Medical,Male,37,4,2,Divorced,1,34,3,33,15
21,Yes,Travel_Frequently,10,2,Life Sciences,Female,45,1,3,Single,1,2,1,2,2
46,No,Travel_Rarely,4,2,Marketing,Female,33,5,2,Married,2,26,3,11,0
34,No,Travel_Rarely,2,3,Marketing,Female,86,2,1,Single,0,4,3,3,0
